RYM Album, First Name,Last Name,First Name localized, Last Name localized,Title,Release_Date,Rating,Ownership,Purchase Date,Media Type,Review
"13083","Steve","Reich","","","Music for 18 Musicians","1978","0","w","","LP",  ""
"11297439","Nastia","Reigel","","","Disarm to Surrender","2020","7","w","","LP",  ""
"8479948","Nastia","Reigel","","","Trust, Intimacy","2017","0","u","","MP3",  ""
"8814168","","Relèvement '82","","","Red Hair / Glad Song","1982","0","w","","LP",  ""
"6153941","","Remain in Silence","","","Lonesome Hours · The Monument &amp; Seven Rooms Recordings","2013","0","w","","LP",  ""
"4367487","The","Residents","","","Mush-Room","2013","6","n","","",  ""
"10584","The","Residents","","","Not Available","1978","7","n","","",  ""
"7774211","","Restive Plaggona","","","Ritual Madness","2016","0","w","","Cassette",  ""
"349247","","Revenge","","","Triumph.Genocide.Antichrist","2003","7","n","","",  ""
"356073","The","Revolutionary Army of the Infant Jesus","","","The Gift of Tears","1987","0","o","","MP3",  ""
"3689121","","RH-11","","","RH-11","2011","7","o","","MP3",  ""
"2404073","","Richenel","","","La Diferencia","1982","0","w","","Cassette",  ""
"10125195","Lukas","Rickli","","","Fremde Zeit Addendum 5","2019","0","w","","CD",  ""
"2388","","Ride","","","Going Blank Again","1992","0","w","","CD",  ""
"2387","","Ride","","","Nowhere","1990","0","w","","LP",  ""
"10390870","","Rikhter","","","RIK1","2019","4","u","","MP3",  ""
"402508","","Rippikoulu","","","Musta seremonia","1993","8","o","","MP3",  ""
"1862951","","RJF","","","Greater Success in Apprehension and Convictions","1983","0","o","","MP3",  ""
"373329","","RLW","","","Tulpas","1997","0","o","","MP3",  ""
"215599","Steve","Roden","","","Crop Circles","1998","0","w","","CD",  ""
"583695","Steve","Roden","","","Translations &amp; Articulations","1997","0","w","","CD",  ""
"617845","","ROME","","","Berlin","2006","8","o","","MP3",  ""
"4644570","","Rosen &amp; Spyddet","","","Rosen &amp; Spyddet","2013","6","o","","MP3",  ""
"1013664","","Rotting Christ","","","Thy Mighty Contract","1997","9","o","","MP3",  ""
"245754","Keith","Rowe","","","A Dimension of Perfectly Ordinary Reality","1990","0","w","","CD",  ""
"84251","","Rudimentary Peni","","","Cacophony","1988","0","w","","LP",  ""
"84250","","Rudimentary Peni","","","Death Church","1983","0","w","","LP",  ""
"84247","","Rudimentary Peni","","","Rudimentary Peni","1981","0","o","","MP3",  ""
"1883385","","Russian Tsarlag","","","Community Death Tube","2008","0","o","","MP3",  ""
"925307","Luigi","Russolo","","","Die Kunst der Geräusche","2000","0","w","","CD",  ""
"219593","","Ruth","","","Polaroïd / Roman / Photo","1985","0","o","","MP3",  ""
"12194138","","Rybacker","","","Unpleasant","2005","0","w","","CD-R",  ""
"1300416","Frederic","Rzewski","","","The People United Will Never Be Defeated!","1990","0","w","","CD",  ""
"250586","","Sadistic Intent","","","Ancient Black Earth","1997","0","w","","CD",  ""
"951585","","Sadistic Noise","","","A Decade in the Grave","1999","0","o","","MP3",  ""
"5375225","","Sanity Commission","","","Healthy Music for Insane People","1983","8","o","","MP3",  ""
"512789","","S.B.O.T.H.I.","","","And","1987","0","w","","LP",  ""
"512785","","S.B.O.T.H.I.","","","Swimming Behaviour of the Human Infant","1985","0","w","","LP",  ""
"460713","","Scanner","","","Mort aux vaches: Accretions","1996","0","w","","CD",  ""
"622344","","Sceptical Schizo","","","The Plight","1993","8","o","","MP3",  ""
"821878","Pierre","Schaeffer","","","L'œuvre musicale","1990","0","w","","CD",  ""
"100938","Conrad","Schnitzler","","","Blau","1974","0","w","","LP",  ""
"776842","Arnold","Schoenberg","","","Pierrot lunaire","1940","8","w","","LP",  ""
"8219","Klaus","Schulze","","","Blackdance","1974","0","w","","LP",  ""
"8218","Klaus","Schulze","","","Irrlicht","1972","0","w","","LP",  ""
"3537747","Heinz","Schweisz","","","Hunger &amp; Liebe","1985","0","o","","MP3",  ""
"3929741","Heinz","Schweisz","","","Sommernacht","1984","0","w","","Cassette",  ""
"30519","","Scissor Girls","","","We People Space With Phantoms","1996","0","w","","CD",  ""
"2965986","","S·Core","","","A Great Lump","1987","8","o","","MP3",  ""
"2955159","","S·Core","","","Dross","1985","7","o","","MP3",  ""
"4108963","","S·Core","","","Morbid Moppets","1986","0","o","","MP3",  ""
"1670852","","S·Core","","","Pretension","1988","0","w","","Cassette",  ""
"40342","","Seance","","","Fornever Laid to Rest","1992","0","o","","MP3",  ""
"1032282","","Secession","","","Betrayal","1983","0","w","","LP",  ""
"13094478","","Seefeel","","","Rupt and Flex (1994 - 96)","2021","0","w","","MP3",  ""
"195011","","Seefeel","","","Starethrough EP","1994","7","o","","MP3",  ""
"166171","","Seigneur Voland","","","Consumatum Est","2003","0","w","","Cassette",  ""
"187904","","Seigneur Voland","","","Seigneur Voland","2001","0","o","","MP3",  ""
"4651363","Die","Selektion","","","Gottes Wille / Faust","2013","0","w","","LP",  ""
"294570","","Sempiternal Deathreign","","","The Spooky Gloom","1989","8","o","","MP3",  ""
"10567613","","Senical","","","Untitled","1999","0","w","","LP",  ""
"527102","","Severed Heads","","","Blubberknife","2002","0","w","","CD-R",  ""
"220624","","Severed Heads","","","Clifford Darling, Please Don't Live in the Past","1985","0","w","","LP",  ""
"908505","","Severed Heads","","","ComMerz","2007","0","w","","CD",  ""
"153838","","Severed Heads","","","Dead Eyes Opened","1984","0","w","","LP",  ""
"62751","","Severed Heads","","","Since the Accident","1983","0","w","","LP",  ""
"33566","","Shakti With John McLaughlin","","","Natural Elements","1977","0","w","","LP",  ""
"737158","Elliott","Sharp","","","Ism","1982","0","w","","LP",  ""
"668462","David","Shea","","","Mort aux vaches","1998","0","w","","CD",  ""
"9356566","Anthon","Shield","","","La fraternité","1984","0","w","","Cassette",  ""
"10699228","","Siakol","","","Tayo Na Sa Paraiso","1996","6","w","","MP3",  ""
"3858196","","Siamese Twins","","","Demo","2011","0","w","","Cassette",  ""
"281914","","Siekiera","","","Jest bezpiecznie / Misiowie puszyści","1986","7","w","","LP",  ""
"779746","","Siekiera","","","Nowa Aleksandria","1991","7","o","","MP3",  ""
"96049","","Sigillum S","","","Cybertantrick Quantum Leaps","1992","0","w","","CD",  ""
"2184334","","Silesian String Quartet","","","Witold Szalonek","2003","0","w","","CD",  ""
"9853","Thee","Silver Mt. Zion Memorial Orchestra","","","&#34;Born Into Trouble as the Sparks Fly Upward.&#34;","2001","5","n","","",  ""
"9852","Thee","Silver Mt. Zion Memorial Orchestra","","","He Has Left Us Alone but Shafts of Light Sometimes Grace the Corner of Our Rooms...","2000","5","n","","",  ""
"2673692","","Sissy Spacek","","","Sissy Spacek","2001","0","w","","CD",  ""
"3719082","The","Skaters","","","Wind Drapeing Incense","2008","0","w","","CD-R",  ""
"2642132","Richard","Skelton","","","Landings","2009","0","w","","LP",  ""
"14743298","","Skullflower","","","Abdicate!","2022","0","w","","MP3",  ""
"4404","","Skullflower","","","Form Destroyer","1989","7","o","","MP3",  ""
"4405","","Skullflower","","","Ruins","1990","0","w","","CD",  ""
"729875","","Sleeparchive","","","Hospital Tracks","2006","0","w","","LP",  ""
"515305","","Sleeparchive","","","Radio Transmission EP","2006","0","w","","LP",  ""
"381604","","Sleep Chamber","","","Submit to Desire","1985","0","w","","LP",  ""
"1522651","","Sleep Museum","","","Dream of Waking","2006","0","w","","LP",  ""
"2754670","","Sleep Party People","","","Sleep Party People","2010","5","u","","MP3",  ""
"218045","","SleepResearch_Facility","","","Dead Weather Machine","2004","8","o","","MP3",  ""
"369525","","SleepResearch_Facility","","","Dead Weather Machine_Re:Heat","2004","0","w","","CD",  ""
"218042","","SleepResearch_Facility","","","Nostromo","2001","0","w","","CD",  ""
"866365","","Smersh","","","A Murder of Crows","1984","0","w","","Cassette",  ""
"2039943","","SND","","","Atavism","2009","0","w","","CD",  ""
"308989","","SND","","","Newtables","1999","0","w","","LP",  ""
"308991","","SND","","","Travelog","1999","0","w","","LP",  ""
"9205298","","SNTS","","","Cruel Opacity","2018","0","u","","MP3",  ""
"6894954","","SNTS","","","ES 19","2015","7","u","","MP3",  ""
"10880900","","SNTS","","","Evoked Rvptvre","2019","0","u","","MP3",  ""
"98441","","Sodom","","","Obsessed by Cruelty","1986","7","o","","MP3",  ""
"2206831","","Solanaceae","","","Solanaceae","2009","6","w","","MP3",  ""
"2935015","","Solanaceae Tau","","","Club des Haschischins","1995","0","w","","Cassette",  ""
"1188059","","Solanaceae Tau","","","Outdoor Expressions","1990","0","w","","Cassette",  ""
"97316","","Solitude Aeturnus","","","Into the Depths of Sorrow","1991","0","w","","CD",  ""
"541931","","Somatic Responses","","","Photon Emission","1997","0","w","","LP",  ""
"857070","Die","Sonne Satan","","","Fac-Totum","1993","0","o","","MP3",  ""
"2300284","La","Sonorité jaune","","","Ersatia","1987","6","o","","MP3",  ""
"544708","La","Sonorité jaune","","","Heliae","1987","7","w","","MP3",  ""
"544773","La","Sonorité jaune","","","La sonorité jaune","1988","7","o","","MP3",  ""
"17256","The","Sound","","","Jeopardy","1980","8","o","","MP3",  ""
"283378","","Speed Glue &amp; Shinki","","","Speed Glue &amp; Shinki","1972","0","w","","LP",  ""
"1716","","Spiritualized","","","Ladies and Gentlemen We Are Floating in Space","1997","0","w","","CD",  ""
"3759048","","Spit Like Paint","","","E.P.","1982","0","w","","LP",  ""
"10881760","","Spit Mask","","","You May Feel Some Pressure","2019","0","w","","MP3",  ""
"13072499","","SPK","","","Live at the Crypt","1983","0","w","","Cassette",  ""
"32233","","SPK","","","Zamia Lehmanni: Songs of Byzantine Flowers","1986","7","o","","MP3",  ""
"517789","","Sprung aus den Wolken","","","Sprung aus den Wolken","1982","0","w","","LP",  ""
"13003021","","Squarepusher","","","Theme From Ernest Borgnine","2021","0","w","","MP3",  ""
"5286421","","Square Sun","","","Square Sun","1990","0","o","","MP3",  ""
"5286411","","Square Sun","","","Tierversuche, das perfekte Konzept der Selbstvernichtung","1990","0","w","","Cassette",  ""
"597713","","Steinbrüchel","","","Opaque (+Re)","2005","7","w","","CD",  ""
"671923","","Steinbrüchel","","","Stage","2006","8","w","","CD",  ""
"2253566","","Stench of Decay","","","Where Death and Decay Reign","2009","0","o","","MP3",  ""
"967018","","Stereo","","","Assembly Line","1985","0","w","","LP",  ""
"966238","","Stereo","","","Somewhere in the Night / Stereomania","1982","0","w","","LP",  ""
"1266719","","Stic Basin","","","Stic Basin","2003","0","w","","CD",  ""
"265426","","Stilluppsteypa","","","Mort aux vaches","1998","0","w","","CD",  ""
"21681","","Stilluppsteypa","","","Reduce by Reducing","1998","0","w","","CD",  ""
"471811","Karlheinz","Stockhausen","","","Elektronische Musik (Etude; Studie I; Studie II; Gesang der Jünglinge; Kontakte)","1992","0","w","","CD",  ""
"418444","Karlheinz","Stockhausen","","","Gruppen (1955-57) für 3 Orchester; Carré (1959-60) für 4 Orchester und Chöre","1992","0","o","","MP3",  ""
"418426","Karlheinz","Stockhausen","","","Oktophonie","1994","0","o","","MP3",  ""
"203502","","Stormy Six","","","L'apprendista","1977","0","w","","LP",  ""
"601834","","Stratis","","","New Face","1983","0","o","","MP3",  ""
"766498","","Strid","","","End of Life","1993","7","w","","MP3",  ""
"3303881","The","Strokes","","","Angles","2011","6","o","","MP3",  ""
"2480878","The","Strokes","","","Lost Treasures","2001","7","o","","MP3",  ""
"5984033","Thomas","Struszka","","","Erster Anlauf","1982","0","o","","MP3",  ""
"1400314","","Studio für elektronische Musik des Westdeutschen Rundfunks, Köln","","","Iannis Xenakis 2: La légende d'Eer","1995","0","w","","CD",  ""
"3505044","","St. Vincent","","","Strange Mercy","2011","5","w","","MP3",  ""
"610799","Taku","Sugimoto","","","Flagments of Paradise","1997","8","o","","MP3",  ""
"245662","Taku","Sugimoto","","","Opposite","1998","7","o","","MP3",  ""
"14623","Andy","Summers","","","Green Chimneys - The Music of Thelonious Monk","1999","0","w","","CD",  ""
"3493125","","Sun Araw","","","Ancient Romans","2011","0","w","","LP",  ""
"92767","","Sun City Girls","","","330,003 Crossdressers From Beyond the Rig Veda","1996","7","o","","MP3",  ""
"92766","","Sun City Girls","","","Bright Surroundings Dark Beginnings","1993","9","o","","MP3",  ""
"92768","","Sun City Girls","","","Dante's Disneyland Inferno","1996","0","w","","CD",  ""
"3042188","","Sun City Girls","","","Funeral Mariachi","2010","8","o","","MP3",  ""
"1287650","","Sun City Girls","","","Kaliflower","1993","8","o","","MP3",  ""
"724976","","Sun City Girls","","","Piano Bar","2006","6","o","","MP3",  ""
"104024","","Sun City Girls","","","Sun City Girls","1984","0","w","","LP",  ""
"896247","","Sun City Girls","","","The Multiple Hallucinations of an Assassin","1989","8","o","","MP3",  ""
"1347306","","Sun City Girls","","","You're Never Alone With a Cigarette (Sun City Girls Singles Volume 1)","2008","8","o","","MP3",  ""
"7379899","","Sunn O)))","","","НЕЖИТЬ: Живьём в России","2016","0","w","","LP",  ""
"140305","","Surgeon","","","Basictonalvocabulary","1997","0","u","","MP3",  ""
"3193788","","Surgeon","","","Compliance Momentum","2010","7","o","","MP3",  ""
"7318678","","Surgeon","","","Dockyard Warehouse Festival, Zaandam, Netherlands","2016","0","w","","MP3",  ""
"217571","","Surgeon","","","Electronically Tested","1995","0","w","","LP",  ""
"217565","","Surgeon","","","Patience","1997","0","w","","LP",  ""
"217549","","Surgeon","","","Screw the Roses","2001","0","w","","LP",  ""
"6394289","","Surgeon","","","Tresor 97-99","2015","0","w","","CD",  ""
"508845","","Surplus Stock","","","Holland in Not","1980","0","w","","MP3",  ""
"10058","","Swans","","","Children of God","1987","0","w","","LP",  ""
"8281087","The","Symposium","","","drugs","2014","9","o","","MP3",  ""
"10474301","The","Symposium","","","The Sonic Crystal EP","2019","8","o","","MP3",  ""
"8280797","The","Symposium","","","The Symposium","2017","7","w","","MP3",  ""
"730093","Le","Syndicat","","","Audiostatik Repress","1983","0","w","","Cassette",  ""
"730098","Le","Syndicat","","","Corrumpate","1985","0","w","","Cassette",  ""
"6966749","Le","Syndicat","","","L'arme de force","1986","0","w","","Cassette",  ""
"730091","Le","Syndicat","","","Phase Segments / Phase boucles","1982","0","w","","Cassette",  ""
"730105","Le","Syndicat","","","Rectal Strugle","1985","0","w","","Cassette",  ""
"934803","Le","Syndicat","","","Rectitude","1986","0","w","","Cassette",  ""
"2404226","Le","Syndicat","","","Saccus Sterchoris / Cercle De Soufre","1989","0","w","","LP",  ""
"1924119","Das","Synthetische Mischgewebe","","","El Pez-Vidriera","1989","0","w","","Cassette",  ""
"1399646","Roberto","Szidon","","","The 19 Hungarian Rhapsodies","1996","9","w","","CD",  ""
"192263","","Taj Mahal Travellers","","","July 15, 1972","1972","0","w","","LP",  ""
"150362","","Takács Quartet","","","The 6 String Quartets","1997","9","o","","MP3",  ""
"4511925","Aoki","Takamasa","","","RV8","2013","4","u","","MP3",  ""
"3755124","John","Talabot","","","ƒIN","2012","0","w","","CD",  ""
"1817275","","Tam Quam Tabula Rasa","","","Laborobiginis","1989","7","n","","",  ""
"1125139","","Tanit","","","1981-1985","2007","7","o","","MP3",  ""
"472814","","Tanit","","","Can an Actor Bleed","1983","0","w","","LP",  ""
"119548","","Tasaday","","","Aprirsi nel silenzio","1984","0","w","","LP",  ""
"3013443","","Taste of Decay","","","1984-1986","2010","0","o","","MP3",  ""
"1392391","Robert","Taub","","","Piano Works","1986","0","w","","CD",  ""
"142650","Ghédalia","Tazartès","","","Une éclipse totale de soleil","1984","0","w","","LP",  ""
"13801552","","Tears ov Blood","","","The Return to the Gates","1995","0","w","","Cassette",  ""
"2076536","","Teeth","","","Teeth","1995","5","w","","MP3",  ""
"1145741","","Tee Vee Pop","","","Touching","1982","0","w","","LP",  ""
"7875842","","TEMPOREX","","","Care","2016","4","u","","MP3",  ""
"390297","","Tesendalo","","","Laura","1998","0","w","","LP",  ""
"4086269","Ermis","Theodorakis","","","Mahnkopf Edition 2: Piano Works","2012","0","w","","CD",  ""
"4972977","","Theologian","","","Some Things Have to Be Endured","2013","0","o","","MP3",  ""
"3107830","","Theologian","","","The Further I Get From Your Star, the Less Light I Feel on My Face","2010","0","w","","CD",  ""
"5192431","","Therabaqud Leic","","","Eleutheria","1990","0","o","","MP3",  ""
"105631","","Thergothon","","","Stream From the Heavens","1994","0","w","","CD",  ""
"943059","","[The User]","","","Symphony #1 for Dot Matrix Printers","1999","0","w","","CD",  ""
"79197","","Thinking Plague","","","In This Life","1989","7","n","","",  ""
"82329","","Thinking Plague","","","Moonsongs","1986","0","w","","Cassette",  ""
"650047","","Thorr's Hammer","","","Dommedagsnatt","1998","0","o","","MP3",  ""
"2233246","","Throbbing Gristle","","","Mission of Dead Souls","1991","0","w","","CD",  ""
"16443","","Throbbing Gristle","","","The Second Annual Report","1977","0","o","","MP3",  ""
"1542908","","Tibetan Red","","","Scanning / Kalahari Fire Birth","1985","0","w","","Cassette",  ""
"5342106","Asmus","Tietchens","","","Der Fünfte Himmel","2014","0","o","","MP3",  ""
"415777","Asmus","Tietchens","","","Formen letzter Hausmusik","1984","0","w","","LP",  ""
"662509","Asmus","Tietchens","","","Litia","2004","0","o","","MP3",  ""
"173354","Asmus","Tietchens","","","Marches Funebres","1989","0","w","","LP",  ""
"173356","Asmus","Tietchens","","","Nachtstücke","1980","0","w","","LP",  ""
"162204","Asmus","Tietchens","","","Notturno","1986","0","w","","LP",  ""
"573487","Asmus","Tietchens","","","Spät - Europa","1982","8","o","","MP3",  ""
"934097","","Timeghoul","","","Panaramic Twilight","1994","0","w","","Cassette",  ""
"934092","","Timeghoul","","","Tumultuous Travelings","1992","0","w","","Cassette",  ""
"1957147","","Titanium Steel Screws","","","Slam!","1993","0","w","","LP",  ""
"9494734","","Tkivilsaari","","","Eternality of Soul.","2018","6","w","","MP3",  ""
"710458","Amon","Tobin","","","Foley Room","2007","0","w","","CD",  ""
"1498803","Die","Tödliche Doris","","","Das typische Ding","1981","0","w","","Cassette",  ""
"203656","Die","Tödliche Doris","","","Die Tödliche Doris","1981","0","w","","LP",  ""
"467266","","toe","","","The Book About My Idle Plot on a Vague Anxiety","2005","7","n","","",  ""
"179973","","Toho Sara","","","Eastern Most","1995","0","o","","MP3",  ""
"500346","","Toiling Midgets","","","Sea of Unrest","1982","0","w","","LP",  ""
"546254","","Tolerance","","","Anonym","1979","6","o","","MP3",  ""
"790084","","Tolerance","","","Divin","1981","0","w","","LP",  ""
"6443076","Stanislav","Tolkachev","","","All Night Vigil","2015","0","w","","LP",  ""
"621060","","Toll","","","Christ Knows","2006","0","w","","CD",  ""
"7300778","","Tollund Men","","","Autoerotik","2016","0","o","","MP3",  ""
"407005","Giancarlo","Toniutti","","","La mutazione","1985","0","w","","LP",  ""
"2953100","Giancarlo","Toniutti","","","The Early Tapes Period","2009","0","w","","LP",  ""
"2830906","","T.O.P.D.R.O.P.","","","Achtung!","1993","0","w","","LP",  ""
"8720883","La","Torture des ténèbres","","","IV: Memoirs of a Machine Girl","2017","0","w","","MP3",  ""
"2825573","Geoffrey","Tozer","","","Piano Sonatas &amp; Forgotten Melodies","1998","0","w","","CD",  ""
"2149924","","Tranquil Eyes","","","Walks","1985","0","o","","MP3",  ""
"827109","","Treblinka","","","Crawling in Vomits","1988","0","w","","Cassette",  ""
"644846","","Treblinka","","","The Sign of the Pentagram","1989","8","o","","MP3",  ""
"44520","","Trisomie 21","","","Million Lights","1987","0","w","","LP",  ""
"520166","","Trisomie 21","","","Passions divisées","1984","6","o","","MP3",  ""
"792748","","Trop tard","","","Photodrame","1987","8","o","","MP3",  ""
"105127","","T.S.O.L.","","","T.S.O.L.","1981","0","w","","LP",  ""
"166812","Toshiya","Tsunoda","","","Kapotte Muziek","2004","0","w","","CD",  ""
"898077","David","Tudor","","","Microphone","1978","0","w","","LP",  ""
"515212","David","Tudor","","","Three Works for Live Electronics","1996","0","w","","CD",  ""
"3409680","","Tukaaria","","","Raw to the Rapine","2011","8","n","","",  ""
"9982002","","Tuluum Shimmering","","","These Flowers in Dawn's Twilight at Illusion Temple","2019","0","w","","CD-R",  ""
"834855","","Turbund Sturmwerk","","","Turbund Sturmwerk","2003","0","o","","MP3",  ""
"3262815","Robert","Turman","","","Way Down","1987","0","w","","Cassette",  ""
"2667077","","Turquoise Days","","","Grey Skies","2006","0","o","","MP3",  ""
"1996072","","Turquoise Days","","","Grey Skies / Blurred","1984","0","o","","MP3",  ""
"17264","","Tuxedomoon","","","Divine","1982","0","w","","LP",  ""
"120433","","Tuxedomoon","","","Scream With a View","1979","0","w","","LP",  ""
"1184399","","Twilight Ritual","","","Rituals","1986","0","w","","LP",  ""
"2365986","","Twilight Ritual","","","The Factory Scream","1985","0","w","","Cassette",  ""
"527972","Fredrik","Ullén","","","100 Transcendental Studies, Nos. 1-25","2006","0","w","","CD",  ""
"4805926","","Ulwhednar","","","Withatten 1892","2013","7","o","","MP3",  ""
"422557","Die","Unbekannten","","","Don't Tell Me Stories","2005","0","w","","LP",  ""
"11852402","","[unknown artist]","","","Alcaloïde 002","2001","8","o","","MP3",  ""
"240097","","Unknown Structure","","","Monotraxx Vol. 2","1992","0","w","","",  ""
"8114851","","Unovidual","","","Vetganzen in Jacquet","1984","0","w","","Cassette",  ""
"32674","","Unrest","","","Perfect Teeth","1993","0","w","","CD",  ""
"116110","The","Urinals","","","Negative Capability... Check It Out!","1997","6","o","","MP3",  ""
"3543210","","uSSSy","","","UD","2011","0","w","","CD",  ""
"149360","","UT","","","In Gut's House","1987","0","w","","LP",  ""
"153343","","U.V. PØP","","","No Songs Tomorrow","1983","0","w","","LP",  ""
"123042","","Vaaralliset Lelut","","","Ystävämme hyönteiset","1981","0","w","","LP",  ""
"161031","Ilpo","Väisänen","","","Asuma","2001","7","o","","MP3",  ""
"4118129","","Varathron","","","Sarmutius Pegorus","1997","0","w","","MP3",  ""
"12357868","Edgard","Varèse","","","Intégrales","2015","0","u","","MP3",  ""
"1803630","","Various Artists","","","20 Jahre Inventionen V","2006","0","w","","CD",  ""
"913348","","Various Artists","","","4 in 1","1980","0","w","","Cassette",  ""
"3735384","","Various Artists","","","75 Jahre Donaueschinger Musiktage 1921-1996","1996","0","w","","CD",  ""
"8567569","","Various Artists","","","80s Underground Cassette Culture Volume 1","2017","7","o","","MP3",  ""
"4164187","","Various Artists","","","A/aND: A Cross-Cultural Collaboration Between A/a &amp; ND Magazines","1987","0","w","","Cassette",  ""
"12162326","","Various Artists","","","About Us 003","","0","w","","Cassette",  ""
"2332407","","Various Artists","","","A Brûle-Pourpoint","1983","0","w","","Cassette",  ""
"9282688","","Various Artists","","","A Classic Slice of Teenage Angst","1980","0","w","","Cassette",  ""
"9282861","","Various Artists","","","A Classic Slice of Teenage Angst II","1981","0","w","","Cassette",  ""
"1993684","","Various Artists","","","America - the Beautiful","1994","0","o","","MP3",  ""
"1349608","","Various Artists","","","An Anthology of Noise &amp; Electronic Music / Fifth A-Chronology 1920-2007","2008","0","w","","MP3",  ""
"400442","","Various Artists","","","An Anthology of Noise &amp; Electronic Music / First A-Chronology 1921-2001","2002","0","w","","MP3",  ""
"585823","","Various Artists","","","An Anthology of Noise &amp; Electronic Music / Fourth A-Chronology 1937-2005","2006","0","w","","MP3",  ""
"120676","","Various Artists","","","An Anthology of Noise &amp; Electronic Music / Second A-Chronology 1936-2003","2003","0","w","","MP3",  ""
"4790990","","Various Artists","","","An Anthology of Noise &amp; Electronic Music / Seventh and Last A-Chronology 1930-2012","2013","0","w","","MP3",  ""
"3022816","","Various Artists","","","An Anthology of Noise &amp; Electronic Music / Sixth A-Chronology 1957-2010","2010","0","w","","MP3",  ""
"495942","","Various Artists","","","An Anthology of Noise &amp; Electronic Music / Third A-Chronology 1952-2004","2004","0","w","","MP3",  ""
"4571961","","Various Artists","","","Anti Music for Snobism","1985","0","w","","Cassette",  ""
"104173","","Various Artists","","","Artificial Intelligence","1992","7","n","","",  ""
"256091","","Various Artists","","","Artificial Intelligence II","1994","8","o","","MP3",  ""
"5571716","","Various Artists","","","Breathingspace/79","1979","0","w","","Cassette",  ""
"836121","","Various Artists","","","Broken Flag: A Retrospective 1982-1985","2007","0","o","","MP3",  ""
"10895664","","Various Artists","","","Brûlé vif EP","1998","0","w","","LP",  ""
"1697586","","Various Artists","","","Burning the Midnight Sun","1984","0","w","","LP",  ""
"3271296","","Various Artists","","","Cabbage IV","","0","w","","Cassette",  ""
"3268662","","Various Artists","","","Cabbage ........ Part 1","1985","0","w","","Cassette",  ""
"3268695","","Various Artists","","","Cabbage Part 2","","0","w","","Cassette",  ""
"12745153","","Various Artists","","","Cassette Culture (Homemade Music and the Creative Spirit in the Pre-internet Age)","2020","0","w","","CD",  ""
"644171","","Various Artists","","","Clear or Cloudy: Complete Recordings on Deutsche Grammophon","2006","0","w","","CD",  ""
"161079","","Various Artists","","","Clicks &amp; Cuts 3","2002","0","w","","CD",  ""
"270291","","Various Artists","","","Clicks + Cuts","2000","8","o","","MP3",  ""
"2875243","","Various Artists","","","Cold Waves and Minimal Electronics Vol. 1","2010","0","w","","CD",  ""
"6056600","","Various Artists","","","Cold Waves of Color","2014","0","w","","LP",  ""
"8260638","","Various Artists","","","Cold Waves of Color Volume 2","2015","0","w","","LP",  ""
"10081307","","Various Artists","","","Cold Waves Of Color Volume 3","2016","0","w","","CD",  ""
"10081388","","Various Artists","","","Cold Waves Of Color • Volume 4","2017","0","w","","CD",  ""
"10081402","","Various Artists","","","Cold Waves Of Color Volume 5","2018","0","w","","CD",  ""
"111531","","Various Artists","","","...Compiled","1998","0","w","","CD",  ""
"10696321","","Various Artists","","","Computer Music Journal Sound Anthology Volume 24, 2000","2000","0","o","","MP3",  ""
"6178568","","Various Artists","","","Cruel Claw and Hungry Throat 2","1991","0","w","","Cassette",  ""
"2511879","","Various Artists","","","Dada for Now: A Collection of Futurist and Dada Sound Works","1985","0","w","","LP",  ""
"1479021","","Various Artists","","","Des jeunes gens modernes: Post Punk, Cold Wave et Culture novö en France 1978-1983","2008","0","w","","LP",  ""
"512241","","Various Artists","","","Desperately Seeking Suicide","1987","0","w","","LP",  ""
"2760997","","Various Artists","","","Deutsche Elektronische Musik: Experimental German Rock and Electronic Music 1972-83","2010","8","u","","MP3",  ""
"4961426","","Various Artists","","","Devastating Templaric Sounds 2","1990","0","w","","Cassette",  ""
"173888","","Various Artists","","","Dokument: Ten Highlights in the History of Popular Music 1981>1982","1982","0","w","","LP",  ""
"509669","","Various Artists","","","Dry Lungs","1985","0","w","","LP",  ""
"2204062","","Various Artists","","","Durchschnittsanfall 1/2","1987","0","w","","Cassette",  ""
"2860083","","Various Artists","","","Durchschnittsanfall 3/4","1988","0","w","","Cassette",  ""
"5396874","","Various Artists","","","Durchschnittsanfall 5","1988","0","w","","Cassette",  ""
"5431828","","Various Artists","","","Durchschnittsanfall 6","1989","0","w","","Cassette",  ""
"6211164","","Various Artists","","","Dutch Vinegars","1983","0","o","","MP3",  ""
"9239843","","Various Artists","","","Dutch Wave: A History Of Minimal Synth &amp; Wave In The Netherlands","2018","0","w","","LP",  ""
"4508332","","Various Artists","","","Encyclopaedia of Industrial Music - Volume I","2010","0","w","","CD",  ""
"4508361","","Various Artists","","","Encyclopaedia of Industrial Music: Volume III","2013","0","w","","CD",  ""
"2957815","","Various Artists","","","Enemies of Dolby Vol. 1","1989","0","o","","MP3",  ""
"5594333","","Various Artists","","","Enkele gemotiveerde produktiemedewerkers","1990","0","w","","Cassette",  ""
"723059","","Various Artists","","","Esom elion esmaris","1989","0","w","","Cassette",  ""
"12950913","","Various Artists","","","Essential Memories EP Part III","2021","0","w","","MP3",  ""
"1320776","","Various Artists","","","Europe in the Year Zero","1982","6","o","","MP3",  ""
"3947755","","Various Artists","","","Fame: Jon Savage's Secret History of Post-Punk 78-81","2012","8","o","","MP3",  ""
"859594","","Various Artists","","","Femirama","1986","0","w","","LP",  ""
